,uuid,default
38,0bb20f78-340d-444b-83e4-e945f8514093,0.42405026385191064
39,ea17edd7-0f54-463d-be2d-b565ee25edeb,0.35265600016742127
40,b8e825f7-0537-47aa-b1ea-a416ade6614e,0.19369988361174906
41,f81a0e78-c712-47ca-b69e-126640c5a07f,0.3467505993494906
42,170f6823-dc8d-4f9b-aa5a-171b0a71cc7c,0.36188860100471615
43,a72fcae5-3c3d-4fd6-9a97-3a16d456e6a3,0.553672925490122
44,ad5ee5d6-514b-41c0-8da7-17205fbebfc2,0.15817996186682579
45,e675ef5e-c26e-46df-b69f-e1df2c8579b4,0.8136116834961441
46,79d1c712-d2dd-4706-b472-0f9f5c82ff61,0.5313348982251036
47,5572dd56-0c21-4619-b4b8-7db779040f6d,0.9987437998591704
48,38ee998b-9dc7-472a-8ba3-37f30bdcdf25,0.6006774023624021
49,37890e05-abfd-4846-8619-f94f17f10c53,0.6681591869493615
50,7e671381-1265-4af8-b739-aadc1c578670,0.6810811454336536
51,f4bc518b-7bd4-4bd0-b7c5-be0dcca2dec9,0.3069202062626541
52,212e1626-c50e-4250-a2c7-6ebd5d13f185,0.8782894139431784
53,37fc3e0b-e4d9-4d01-bd87-952ee03cfd54,0.19459713446344593
54,82bfe46d-0152-4664-b615-320165334a5a,0.5569824875896008
55,cf2aedad-c32b-415d-8e1b-b2b7bcbc4692,0.33531095917646886
56,88efa4ef-b563-4712-9834-ed261b1197d6,0.996357107828783
57,f9160fc9-024d-4b4e-858f-4a7a069ad224,0.18236213087728875
58,d6d9fe48-5179-4df5-8b1e-a258fe8591b6,0.08688262704501473
59,c2147a7c-70b2-44ef-a9ee-4697dc69e8bf,0.2608536485314523
60,5b479b1d-27b4-4b57-9f0a-dd5e1ef13087,0.01682769758006675
61,ec0bf3a2-344e-460d-b3e7-bc008fd87ef1,0.22876533441066366
62,ec145192-0bc0-4c31-8a3c-69ab8d2c4850,0.6433330594071479
63,5a7cffc4-8fab-4c7c-bc93-4f063a3619bd,0.547730622888019
64,2f88f8aa-5396-4d97-887c-9bc04a50a391,0.25534705238233857
65,5a8a5929-4267-45c9-82b3-af648e0d6774,0.27764248212182757
66,3c8741aa-6ffc-49c7-94a4-8c9388d97de5,0.3543058452827582
67,c6a31c31-1f06-4627-978c-d07f9af1223f,0.43546153536025567
68,1f9363a8-d26f-483a-a10d-c2d4ba287c50,0.22113657039580573
69,033d9ed7-6069-463b-a868-31a703aea9ac,0.12921247469528255
70,5f4250fc-a56a-4e07-ab97-078b441a2393,0.18468470684010083
71,44b51eff-aac2-4eac-9ef9-b18f5461e0c5,0.8120189522577682
72,44a87ac5-62ed-4ed2-9414-ed41814ed5ef,0.19951348072795574
73,42f5b383-993a-45e9-ae5e-9c9c696eb72e,1.1667038164648247e-10
74,6eac851f-e102-438b-a7b5-bb49cc8788f3,0.540053116521896
75,2abcbaa8-7216-4d9f-8890-45c3d771e470,0.7110930951851604
76,5454e547-b3f5-4772-b5fc-903788ad0e90,0.017818051372972567
77,eb92aea9-bb02-4478-a369-92c34f3ab03d,0.5609728742640828
78,54165161-5f4c-4246-a64e-3a49a01f2e44,0.03066416527939074
79,2afd717e-cf6b-4c00-aa34-8eefe57a7c62,0.2816577462732391
80,e28dc80b-7d75-45ed-9437-9e5be80e3ea1,0.17204635848237854
81,8ab8a5bf-2b55-4a62-bfef-6bc8d54742a1,0.7863241482988614
82,2bac647b-8346-4a10-881b-80a5c47ca31c,0.2293512489590506
83,39e9d903-9da1-4df0-b596-29a32bfd43b9,0.1417364664246264
84,f03ce764-e26a-463b-9829-3673d00d59a2,0.2615007049737188
85,c927bc30-1044-4cc8-b8ae-f193c8214afb,0.044349601428419566
86,076bed5c-28ca-4c4e-8f6f-08a90bd1331e,0.19890588759419275
87,212713dc-a7f6-46af-81a6-725cfdf990f3,0.2753741420131794
88,88697108-0e98-464b-9223-e87b68a9c7fe,0.7439205466531535
89,9185a4a1-7ea9-45ad-89bc-db6b25f3c8ff,0.24676324676215652
90,50dd05f0-7337-4afa-9e5b-0dc0ea10b36c,0.19774902851701182
91,c6c8dd8e-bbc5-4980-8e50-fca83585329f,0.16384276445063284
92,d7c50cae-1fc3-4ac0-9124-d86a636180d9,0.3732584510217768
93,d3ea1de3-7671-4081-8dab-484cf6b9b3d6,0.1654931910851428
94,be87513e-15cd-4cf3-9bb0-9696e31c3115,0.31914686868275705
95,464ab951-e3d1-4997-82cc-8ad39f28258f,0.231502790624187
96,f08e319e-9c6b-43f6-b7d7-de97749ba0c9,0.38491092104887203
97,233b261d-a6e1-4446-a300-2c6716183196,0.7726842683408682
98,62dc5cb9-c5d5-4d5a-b920-7a066179bde8,0.5814770834714329
99,00d0093f-8807-41b2-bb2b-4a301f04836d,0.7738303230540785
100,f3a1b586-8a28-4336-b428-cbc0ae2f905c,0.7067189502599533
101,d59f703e-5e48-4861-bf7c-1d22b0b83abe,0.21393175384467733
102,bd1332ae-a524-4859-bbe1-d22643daa66e,0.17541422921032834
103,7f191959-44cc-4005-b0d0-5a4a0b9dcce9,0.4450337334557609
104,56208a22-2792-4777-b285-e4b29968647a,0.9546515731618355
105,efe8d401-b54c-45a9-848c-89b8890f793e,0.30671856897807415
106,71fdb31a-c4fb-43ca-88db-4531f3f5ab51,0.5666791612289787
107,06284162-6d03-4cf9-8f58-94cf7286dfad,0.2616043167065069
108,bb2a1ead-8627-4d39-99e8-88350f339216,0.15202327751998565
109,e8b47c0c-508d-49cc-8e9c-02ff921d139a,0.5509218708397637
110,891b21c9-34fd-4a6c-b7cb-5f77512ed287,0.17379204773859017
111,dd98b77f-acf0-4a1b-9dad-9248363af397,0.3682907492480139
112,f1831911-80cb-4342-a4a6-03ee67d3055a,0.31516674321641613
113,b41eec82-133d-4bb8-85bf-9b86cd1149c2,0.11549162446018674
114,cf3148ed-198e-43ee-be45-8a8b3d3ca858,0.8122917834985932
115,68ff8826-f9bf-436f-a760-b382565b2b97,0.9552256729095662
116,3d80d12f-ce39-4ec0-bd79-7c3cd5310825,0.4797844521634215
117,a1bbc9e0-8c49-4022-9949-8d67b1ee7731,0.3466787590404335
118,21b5d3d4-8ace-4b9f-9fea-5e72198556cf,0.14911858914349368
119,ddd8a86c-70a1-4912-bccd-241094c10e7e,0.158704578044515
120,45fb9480-f311-4838-9637-5909099f41b6,0.17598786271968764
121,ae9577b8-3930-4a0a-8102-e1a9d8dc348b,0.12247128358970794
122,65220f9f-0cdc-477d-ae11-37036b2762a1,0.022170145384504545
123,fbe1728e-0eec-48a9-93b4-1f7416fca1dd,0.0013777910236939426
124,c269a61a-ab1e-4a56-81a9-0edbf25e01d6,0.9725496035369101
125,2feb0241-d702-4dd2-8986-0a00e1a7951e,0.20967952737481219
126,3bf22312-c638-4d2a-811d-c9bc9ced5403,0.37127966375044036
127,c7a4c02a-abca-4f39-86dd-c0f810fb9856,0.5721454351822347
128,0ec8cb5e-930f-451a-8d7e-0bfa98688de2,0.48201861849015604
129,55504b99-7955-4f97-8b22-0c7d894b8b77,0.24588424024184677
130,73a72d7d-461e-4f35-9ca1-d9a42d9ace2c,0.4436339079463853
131,be54a2d1-32f4-4d6e-b2d4-9d6e867ceaa1,0.18697699642992532
132,7aac9678-f1ea-4601-83d9-90e1e06e8159,0.10199777085753207
133,4d6e63d3-2b65-46c3-88e8-089a94a795f3,0.1154436716884854
134,93bd72e0-9a6b-43cd-9bf1-a3ee769be94c,0.5362507992386928
135,609b5786-0b66-41af-ac5d-c2b8c24049c7,0.12998046049593953
136,f4c128b3-84ac-487e-888b-4c752d2c10dc,0.06767981148795567
137,5e65d928-81a7-4e55-9b00-ea69a9128bec,0.12356374110706657
138,edc0c2ca-dab6-4529-acbf-443dea338d23,0.046538057864295615
139,dea26772-475b-47b8-9bd8-a142364ea67d,0.004148117262609835
140,2bbc545a-80dc-4459-b7cb-d3eafbf1478a,0.03598853564541321
141,2bd909d0-3238-42aa-81c8-97deacbc95ad,0.5049806122163459
142,438e8769-2ba2-41a9-b124-aad1ed4ffdce,0.8603353182411388
143,549cf19f-4b8b-41ee-87b6-34722ddee856,0.8847882941293377
144,12b62c43-fc36-4b0e-8176-b0328de68ffc,0.6360769027909432
145,7b306479-10de-4567-a385-60d30ca28a8a,0.4603755930484959
146,6201887a-0502-4fca-8829-f140e9d3bb4b,0.554609114150191
147,d9446d8e-8a4f-4af2-a811-4ba15b18b8cc,0.03772798493339487
148,191b1e52-777e-410d-b281-0374bdefd864,0.2658822989005062
149,235005d9-bd09-437c-b947-51c91a0110c7,0.332038666029718
150,cbdae4cf-15d8-4097-892c-6733237abf1f,0.5793412247352387
151,9cfc2679-9999-4c6f-828c-b96186ae2ca8,0.10533704779760332
152,469b8b55-4633-4657-ad69-9e3045ea7eac,0.3316597387296182
153,819c29a2-36cf-42b3-8588-3ff2766a7cf8,0.17205290588577302
154,73de620c-49f9-4775-83b5-f5448a9f5b6d,0.22771174399976782
155,f134ada4-4da5-4ad8-8f28-321a6f39ef0c,0.007891301764583672
156,6b8e94ec-e176-473f-82ce-0c4f37eee7cb,0.992633865514547
157,d0239d1b-22cf-4570-b8b5-26052d9e6ff5,0.867830919180183
158,204dd955-2003-41db-a5ae-bbc3e88b5eb8,0.31139331896274175
159,b4633295-20ae-4d3a-b886-10d7ebb868b5,0.23738244771400285
160,aaaf40f6-bc9a-4695-a0d8-302552b614e1,0.021063916515478644
161,275e179f-c031-4925-bea9-d54fe4b664ac,0.27718779368522567
162,b31ca7d7-55cb-41b7-9ce0-b4b933b7fb07,0.28674108557536915
163,311c8743-6ff0-4564-be08-b1dd8fe3cad4,0.23079216669061114
164,d6eb802e-c732-4d9d-b5c3-a59fe638781a,0.22824779972352552
165,41a7ea9e-03a0-453c-85e2-f66472c520a6,0.2697729071480469
166,c74f72ab-72ad-4622-a973-52d84c2a850b,0.5995664702702129
167,6457a3f2-c930-4448-ad3a-a330b44c5951,0.03783827912470927
168,1e94fa1f-578d-4a51-bf88-1af86e6c1e8a,0.03047122476253211
169,e2007460-e486-45ab-9401-55fd47122ad7,0.5054338135482759
170,1f73f595-1963-40b7-b96e-db96d96dbd2a,0.13111208763039148
171,c6ede648-c593-4c16-a595-f570e4611f3b,0.1730713700190175
172,2e967f1a-4267-4c7f-b309-373a48b557db,0.25529606276280853
173,8ae28814-9c7f-4934-992c-e85d965caf5d,0.1730654922289346
174,ab593b73-6e70-4827-96ea-82842dfcc5cf,0.16718717010410442
175,ae1acb53-91df-4c99-90a8-cc4f4132bed2,0.5725535697028709
176,742861d0-6108-45bc-98ae-3f5bd2653d76,0.39366101480654053
177,d421ee6c-c4bd-4581-a6f3-4b081f9a5c6e,0.4603038878743134
178,fc9ead4c-05a6-4ff4-85ec-e75e91fb6508,0.002215112713734259
179,434fb721-4f64-40cc-ad81-ba6dcf90fa54,0.08113509360407498
180,2dc6a258-8c10-4ace-9879-9b0fd24a8496,0.4914287337506775
181,5139ad00-0e1a-4655-9106-9a9f00b6f739,0.6094325208223189
182,895560d0-504e-4735-8eba-b96ddb1abe65,0.5458101917910196
183,a7bfdbdc-f1e7-453e-924b-b3f373934704,0.4112889789116426
184,9e73131c-d0f8-489e-9f28-ca8d60d8f6f4,0.21880972689772663
185,89808088-ae11-4309-a2c9-b7eb62af8786,0.0001511040603561404
186,72c9170d-9a1b-4cef-aaa5-d4077326fc71,0.7492154095710051
187,73dcb190-66fc-423a-8a07-65a331374214,0.26979586753626544
188,d2cb16ee-aed3-427b-ad6d-fa8bcb5cbee0,0.008421333879378918
189,e9430ef6-28df-439f-a0c8-29b1ca8d453f,0.12959302088675315
190,458b2fe6-817a-4aad-9c1e-a726077945e5,0.9062720065732354
191,075b35c8-1ba4-4dc5-be7b-779bd4fb41aa,0.35393230162173006
192,f5e66be6-011e-4fc2-a12a-80f8cf5c745f,0.7021132060617749
193,3826f789-af2f-4934-b11b-436d3e5e0df8,0.7828634306014302
194,29f240bb-b88a-4427-9e17-f70d59011404,0.15081859614687182
195,b3d3f92a-b12e-4a28-b2bb-07f882e1bc55,0.5074591061918696
196,5eda4236-ab59-4657-aef1-51009601f307,0.920297836548775
197,199a6e6a-2847-4795-8ce5-dde9b005fff9,0.5952778100685729
198,7fd340e9-cf0a-4b77-a274-28aea8970f71,0.5992360790796095
199,108d3c4a-a189-4d63-88eb-95814b6cb9bf,0.23714565380893596
200,0ef0dc57-c1ec-4dc7-9fbc-c96f39698df8,0.20446696545041038
201,e12dc0c8-3f68-43b8-b183-9829b46841f7,0.06887980037476439
202,728ef7b8-3a4b-45ab-9e79-fa7d4a546858,0.43112301963128374
203,7959c6ed-e384-4747-930b-2f36263c6d1d,0.29950909392261066
204,dc9adedd-73fb-4afe-9f97-f8437195198c,0.736978183791362
205,86da0304-d782-4fd5-aace-4e3c38c43e12,0.18758502128679874
206,25c531a5-49f7-4761-bade-54ed6126b499,0.5997020119380532
207,a95acd05-fecd-42b0-a0a8-fc670b7b078c,0.23217941113220497
208,0d18efc2-8ec0-4cf7-a039-983504f1554f,0.08122856832254066
209,63285c79-7637-438f-804d-3292b5896f07,0.08390930856149313
210,db3fbe6e-d195-4a89-b1f4-597671616e2f,0.768642231592117
211,d535d427-4e58-4f9e-9c0d-7e46153e30fc,0.2871878806333418
212,33b514ad-5a1f-4315-85a3-f8a47da74e95,0.5096340854215126
213,3d4ae4f9-cdaa-4f28-bd7f-48c46abe1251,0.7449628503011915
214,5ac5404a-be12-466f-83db-515dd1ebc231,0.17945245225400594
215,35237cd1-ba3d-44fd-a7fc-77ea7d72eeff,0.056536467729354355
216,f2589050-b10f-438c-bd5a-0da56246fdaa,0.4393992706322586
217,68ebd655-58f3-4194-94b9-41937867acca,0.5697791471678626
218,959f5364-7f63-4362-b1b7-e065502056ae,0.6395885636062043
219,efab71bf-dc85-422e-9109-f01e21ae6c38,0.5096818892119479
220,695746db-f6ab-44f7-85df-bee4dcb40280,0.6630851890319638
221,3302b66f-6e22-4163-bbf3-d3dd4d7ad500,0.09617646215257444
222,b9243f76-7511-451d-b5f5-f46f33fba314,0.4362744315100598
223,d16ab6d5-6ca8-415c-91a0-3c7e5df06d32,0.044783060122225056
224,354c6cff-6094-48e3-8ccf-c3f19790df80,0.006461774922711361
225,9a3f2c6c-4fea-487c-860e-c3d4b38dc290,0.7310403900620424
226,8796bcc8-f2a1-4f30-9c9e-5c41d17f9814,0.24046107505808928
227,1e10d674-5d79-4897-8184-3ef2b3abbca6,0.6101129047201808
228,2701559a-d77f-4b64-a4c3-a8373db60cdd,0.4925695113811225
229,086bdff3-b57c-4cb2-84e2-3923993e9f3e,0.18185286719244367
230,38f0aad7-6b8c-4426-9c9d-97c234bfcb96,0.6350343792728732
231,873c5610-13dd-4ca6-8e46-920347fe5c3b,0.04617596738296429
232,2d8afca1-58ee-4cf6-a2bb-1121040c6108,0.1001863988028366
233,7e146afe-eea4-4d4c-94fe-cc69d8ec6a2a,0.2827741376640954
234,f723f4c8-208c-40ec-a60f-8df31f0089f5,0.9511939657583437
235,a820165f-b2e7-4332-8511-dd5932eb6a5b,0.11071904947881042
236,fd5b8f81-b58f-4f06-8e75-788cb389b2e3,0.7866495917291162
237,4b60cd56-ffe3-4904-8676-fc052f2e7cae,0.07403396715578793
238,edad121c-481f-4dab-bf5a-ceff47531c35,0.8967559553483376
239,9f99de02-551d-43be-89bf-5f4e8092d4d6,0.7994493708974444
240,3463f976-e53b-46a5-8ac6-673435ff3af0,0.48309367219025223
241,fc7dc68d-2ca7-42df-95af-5acd58024410,0.6151360942801603
242,9ee8cfbc-c195-4803-8867-feb1aaa57602,0.6370258719452163
243,4e404026-bae2-48d8-a059-68a6b171a94d,0.04339581548069474
244,56b3f039-a1e2-46ca-b504-acba280baa20,0.27104022393860905
245,24ee6ed3-ef9d-45ad-8f3b-aa64aae466cb,0.3223931809954725
246,8e1cfc1c-e5c1-46ba-8c93-d161ba966e0b,0.053616719672183046
247,8dcbdd4b-524a-4150-b0b3-9cedd0c9c4c6,0.7429824925642812
248,8bb6a0c4-f398-478e-b8f3-15dbbe2e93cd,0.11775005493317182
249,8684c98b-47db-4036-91d5-83e940e7e9d4,0.06537361797650733
250,484d7534-669c-4b6c-acec-9dc4c8f45512,0.9846556963472283
251,9a33598e-6e05-4748-964c-634ac6df0800,0.9969088908202898
252,1db3fc87-13b5-4490-a50a-73b5ed64d729,0.049373108472869555
253,1419735e-a0ec-4f9d-aace-439982728c54,0.07788137106781029
254,d33ee63b-bdc2-489b-ae44-90023d8f59f6,0.2941059773890928
255,1f8682d1-51cc-4dea-b15f-42f56f50f11c,0.4934079766793284
256,ffeb0e4a-6b52-4bb6-836f-f498c114bbc0,0.4772628023985954
257,ed9d042a-b952-4d51-9338-1544518d1113,0.2910993974085945
258,b0bb5eec-8c76-4c96-95cf-0848f7488eea,0.08302423283879996
259,d108c5dd-9e03-4b62-9122-5a02d1e4847b,0.08558667163617527
260,272f5f50-fcfb-4af9-b273-c654ba88f317,0.159417330042864
261,2d3d0f8f-f8ce-4532-8b20-38bf7b8bb7a6,0.746910357507342
262,2b4a9117-8868-4411-abca-93a8d33b5601,0.1485511953990209
263,43ccb898-c137-4ee0-8b3d-b0c815a37f41,0.3284770079857758
264,19e782d1-1561-4dec-944a-2b25a972ece2,0.9975893743620176
265,b9695547-e998-442f-a1b3-e91275ba2e01,0.1719379794255538
266,5874a7be-8575-4718-8409-f92a0febcb05,0.2338096716574535
267,9a2e3352-a236-4269-8d61-7684ee6a0668,0.07353558280987807
268,7dde5f2b-f8b5-4699-99fd-a5d55223f492,0.2079165866262424
269,b25ffc12-2588-41fe-926d-a9a02e867128,0.05212567650718111
270,3acb4e38-e65b-43c5-8e74-13dcf2becc3a,0.023988687370090304
271,d153f84b-4a65-45f9-97c8-5af8372d56e1,0.43938422422154044
272,fe559313-1fda-40b2-a9ea-d99fa69efb7a,0.17466252267580884
273,741ce716-d7ad-4b48-90c4-29879fa0c9a3,0.33394220910729805
274,354e8e84-2d95-4501-a1d1-b8f46a9b9e70,0.6265783742435365
275,aa0cf5de-c2e7-4c07-ad09-0e4ed92ea808,0.9500002476258834
276,a47077a0-75b0-429e-a255-cd7c536efbe6,0.7733619238586283
277,be0311aa-6f3c-42dc-8c98-5a484cdbc06e,0.4507754202577004
278,dc5d8d20-4b06-43ae-93e4-d30209113623,0.3710966183924666
279,5d9d8d64-ea0f-470e-91bc-5cb43c3ce1dd,0.7288727939140617
280,7c6c75a1-36c8-4893-b848-25cf7bd187a9,0.02767103769792233
281,b2b63905-162a-4258-aff9-07cab756ae80,0.7388918113659491
282,9d002f15-dbb5-4701-9973-0d974a62a66f,0.40873585713742105
283,5c6c0c44-99f6-44fc-964f-ece53764cb64,0.12169931978557771
284,2be1eeb7-7e9d-48bc-966a-986798932f84,0.543316600874713
285,449a2670-99af-4b96-8178-7721e0ec0cbc,0.5228933910965465
286,66939a27-9419-4a06-b804-e52020970d40,0.0632407218644472
287,5d65be93-5c18-43a8-8d56-e5356b7d8c9e,0.17634342398637215
288,65283b07-ca1f-48eb-b60f-fce53eb132ea,0.16760923922682686
289,17b3619d-6c6d-43ba-b312-02a83624f5b6,0.26022780010485813
290,82dd09e1-1b25-473b-921e-54d1d30484e1,0.48114365604459314
291,ab52bc7b-e442-4476-8e93-83df81a6d240,0.921065320334851
292,40080a1c-3370-4d16-bd6e-387b09f57d99,0.5116790200827673
293,22f5d7cf-ecfb-43e3-8c98-aad67830b7c0,0.008135334306838087
294,45017da8-7701-4a2c-a533-f1df4979a48a,0.9675561205741414
295,b9720678-1973-418a-a940-20165d485cfb,0.9912541536713123
296,4862e785-1d85-402c-8b5f-171437189749,0.05342895371048749
297,8316695e-f0cb-4dc2-a632-257fcbff8e7a,0.05960216246509777
298,4bc9ec54-6284-45d8-b178-e7484aac6a8a,0.2096968453630173
299,ea483b89-1ef0-451c-97a2-1881c765eac5,0.3124221585810482
300,cab312d9-bffd-4245-9bd1-4966df1cf931,0.3296092228231827
301,7edf5ba5-f6ce-43bb-b02b-af30407e0b2e,0.5331527500832928
302,86fd1951-6e99-4ec1-926e-27458dffb72c,0.6550459805775785
303,9d30402d-3a40-42aa-b818-c62b3be732f1,0.2380638860944554
304,ae26de41-049d-4000-aa52-a906af787c91,0.653300460620565
305,cfc81ff8-e1d3-45df-b50d-28bf6781b5eb,0.4344799523159199
306,e35c47d7-f890-4ec6-a471-67352acc6be7,0.053513526650629015
307,dc58460d-65d4-4bd0-a4ff-0b821ae96da8,0.2913628089999779
308,55b4a921-cb65-405b-aa2e-19d1f1c446e0,0.4378214956985962
309,2597f12b-30a0-41a5-989b-8c347685e6ed,0.6052874663042817
310,3a629493-e997-4f6f-82f7-cc9559709297,0.1581153860376556
311,96d7a5cc-4682-45a4-bcb8-76b281b84a03,0.5188489708270454
312,662d14d7-7b8c-4528-8d2e-d50df3a8c45d,0.8213027522011642
313,7654dbee-de78-4980-81a1-9e60db464bc4,0.7422022458410839
314,1bc0676d-3432-41e9-ba0a-cb4ce0bbdded,0.3236083838264816
315,1b918714-590a-494c-9148-23cc3bc39e88,0.42001973855805025
316,daaab966-eb85-4bba-a6a4-bc02361eae79,0.29076518910273647
317,f706da44-b56e-47d4-b4ad-3e7ada95ce78,0.7161711187126538
318,79010820-4c0f-4bbd-a559-73a4cb773790,0.1923925745525255
319,c4c0f875-3c9b-4936-89e5-75af3e3bfe03,0.587090690090153
320,c429e09d-b8e3-41bb-aeda-7b16049a3c85,0.33795909600641316
321,daa5c795-9782-43e0-9547-2b8a9292e11a,0.022938287914330616
322,ee5a4de2-566e-4247-b912-d5a3f3b833b1,0.05370518086263412
323,517567d7-2356-470a-b626-660d6c156080,0.48083689503341254
324,663cb98f-d8e6-4aa8-890b-3e15b5bec369,0.6239177048674976
325,c8a233fe-2178-4879-9c0b-993408f7a8d1,0.2829994367826206
326,aca7ee00-e55c-4140-a429-5b21d2ffa8aa,0.07053370932003379
327,5711a5f7-4869-4064-8ddc-180edb264ccf,0.3587749001119263
328,13471a0c-c02e-4262-b3c8-1f51d0c76604,0.04490845238221435
329,9a1be2f5-58e9-48b5-98a5-20e1ed0e8cfd,0.15504877517204846
330,e4a3dbf2-2065-4d62-93af-e9ac495c2086,0.5174023684193021
331,56305b6c-cee2-4696-9732-495887247510,0.6242100197055297
332,2e514ac6-a84a-4df7-9303-d9908011ed3b,0.6770748987138396
333,92a58827-aaeb-4ada-8741-18deff661576,0.23226136815502046
334,3a253d44-5b6b-48e8-876d-43fa0edc80a5,0.10032101240404984
335,b0ce4735-a16e-444b-924b-919a702a4e06,0.23413585162085135
336,0f26cef5-89d0-4dbb-807e-0b03933cec25,0.2940730406651606
337,5d339b28-f368-4d3b-a1ea-ea03656b5108,0.6681117841353938
338,6785a874-449a-41fd-bd07-17c095dd7e0b,0.7868975886798141
339,0fc8c992-d177-4f0e-9d5b-d9968e0d4753,0.35307036950328763
340,56a31a29-3fad-4b04-b85a-d6047e0720e0,0.08714053131993589
341,a1af3c8f-5297-4880-934e-79a1cc0cb692,0.11073615130885188
342,4b7d2dcd-5a59-4e67-a67f-cef6e7b371bb,0.4198538607968215
343,b32a0017-55ba-4ffa-8ec4-6667b2d822a6,0.36192228436466417
344,723c39ac-dbb3-4d2e-a51e-2aea02a40b20,0.0018496099561843395
345,40d72869-08c6-4c50-92f4-404c94760154,0.45803058344757225
346,e2b3984b-88bc-4cc0-9e34-eb3821ed0641,0.8391633710020531
347,1a4839d7-1126-4e6d-b118-ec2b8f4807b5,0.17139800378394382
348,2ba008bb-c9c7-4d4d-90cf-2b6994f73ba0,0.43451752695334167
349,35648dde-ae69-47ac-a213-bb9b95c8c5f0,0.05260314362696726
350,6e099404-ac3e-4f9a-877e-7cf700bd7522,0.3646082795026692
351,e7a7e440-5649-464d-9fa5-3324a0ce60e3,0.7634335363676069
352,38dfb22d-1dd2-47d9-89c9-a36e6ea4695f,0.7854086494336767
353,561bf1e1-0f67-4e98-b32a-901503efb6b9,0.4350298193613724
354,5d43f7f5-2809-4133-a0c0-e5a4831955f0,0.07502955740848692
355,b46a0a39-132e-45e7-99f0-91caef7b03e3,0.9947574868946026
356,a3cb01a8-1359-49de-b396-da972b4f3ced,0.07228305620960339
357,ab0181dd-62dc-43f4-9110-065052326f98,0.06911148213737137
358,01c6bc3d-768f-4e9c-ba81-d0442f873111,0.21240756209161385
359,72d66414-21bb-4464-9a2a-5e10ca3a6335,0.1578008977413953
360,5b7b4c1a-ac6a-4b6b-80d6-ac770e9b8dec,0.8516899234444608
361,04c04d0b-e926-4c04-a786-f18805ff76f7,0.003183557125441339
362,43f50ccc-d5ff-4858-a4ac-1a9d08c746bd,0.42023009431773706
363,3bbc33ee-2d84-45eb-bef7-e20151c55297,0.28474883345608076
364,25980924-5c81-45bf-b07b-5457d7171bda,0.5286178429845593
365,f2fda87b-f617-46e8-a960-083e9a2c75d2,0.39472073123872764
